name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,winrate,winrate,winrate,usage,usage,usage,victory
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,Toinoumc,#G2JQC0U,29478,26952,34100,474231,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,74.84,77.23,71.26,3.09,2.08,3.17,1
Hermès,#L9CY829,18577,18385,4279,134835,PG |⚡️DirtyCZ⚡️,#YJVCCV2R,21323,17927,13680,281210,Batyr,#GG9C8LU0,16748,16283,3994,139223,74.85,66.1,77.08,3.25,1.04,2.96,0
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,Toinoumc,#G2JQC0U,29478,26952,34100,474231,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,78.95,71.7,77.23,1.2,2.02,2.08,0
•Wasabi•,#29PL2RGC8,26877,22929,10524,205014,Fabio ,#2V9L0U29,30234,24613,36014,454010,BG | Adri™,#22UJVR2UV,30989,21574,27277,333141,77.08,74.85,66.1,2.96,3.25,1.04,1
/_Julien_\,#28JYYLVJ0,25017,21816,14618,224812,Killer [TTF],#2L0UQ0P0,24143,23124,16542,247718,nezz,#GJP8ULV,25546,25546,26772,398815,85.29,66.1,71.26,0.77,1.04,3.17,1
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,67.12,66.1,77.08,2.61,1.04,2.96,0
Toinoumc,#G2JQC0U,29478,26952,34100,474231,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,54.35,77.08,67.12,1.33,2.96,2.61,1
BBgsᴶᴷᴹ♡,#V0GUCGV8,22866,20244,9935,130056,Goddy :D,#UUGYQ0U0,20623,18977,8755,169840,Li_Mon,#20L2009L,20110,18647,10862,234139,67.12,85.29,73.53,2.61,0.77,1.33,0
Toinoumc,#G2JQC0U,29478,26952,34100,474231,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,77.08,54.35,67.12,2.96,1.33,2.61,1
PRADA,#8L2UP20YL,20305,18919,11464,180136,ØG|Legolas,#8YUJJVRQ,23106,21828,5789,231675,ØG | Parri,#CYY29J0,20455,18522,9407,202752,74.85,66.1,67.12,3.25,1.04,2.61,0
⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,77.08,54.35,67.12,2.96,1.33,2.61,0
FIGHT.STAR,#JP80PU9L,16524,16498,4695,127548,SERGIO,#8GGLQ9L0,13906,13901,2606,57279,MontsMaister,#2L8CRJV9Q,17424,17030,5575,170362,67.57,74.85,77.08,4.0,3.25,2.96,1
⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,Toinoumc,#G2JQC0U,29478,26952,34100,474231,77.23,74.85,67.57,2.08,3.25,4.0,1
ONI | iiMaaGiiK,#2L9PJ2GYJ,24102,23751,14694,241364,ONI|CaNaRiO,#L2G9CC,24599,24599,27384,375122,ZØ | Fusterator,#P8U8R99,21848,19240,24028,307808,77.08,67.12,54.35,2.96,2.61,1.33,0
Mme Panta [AGT],#80QYJYGRJ,22177,18390,15707,250922,kakashi-sensei,#2UPJ0RR0,16803,16347,3939,84298,venelito,#808PGLU02,16868,16296,4839,97366,54.35,67.12,77.08,1.33,2.61,2.96,1
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,69.33,66.33,74.85,1.39,3.52,3.25,0
⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,54.35,67.12,77.08,1.33,2.61,2.96,1
▪️AF▪️MAT ⚔️,#28PLCU0R,22509,19362,19431,326748,Gladiator,#R8C09VPU,21315,18624,13149,242266,⚠️WÂŇȚËĐ⚠️,#JG8G99YL,20212,18476,6151,202325,66.33,66.67,67.12,3.52,1.07,2.61,0
TDS PTS|Faker,#JYG9VRJ,25809,21931,17900,277473,JavivoOP,#RYRP8GJP,24804,22237,16749,266224,jorgitogamer,#P2C0GYC,25005,21856,10858,204707,67.12,54.35,77.08,2.61,1.33,2.96,0
⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,54.35,77.23,78.57,1.33,2.08,1.47,1
Basile,#P0VUQ9C,20465,19867,7688,194561,$haĐøw,#8GLV20LGV,20207,19192,1914,112873,#Poisson,#8PULG982,20821,20814,9057,188270,67.12,77.08,54.35,2.61,2.96,1.33,1
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,74.84,74.85,77.23,3.09,3.25,2.08,0
⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,73.53,73.53,74.84,1.33,1.33,3.09,1
MKS|Ema™✨,#2C2G0L2,24792,24149,17731,274536,Kryptonaut,#2029U9RG,24546,19090,12645,219668,StupidSax,#YL0RLG,23007,21533,15714,274300,74.18,67.12,54.35,3.6,2.61,1.33,0
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,⛩Asap⛩,#9QCPYUG9V,26438,24827,9100,90695,Toinoumc,#G2JQC0U,29478,26952,34100,474231,67.12,54.35,74.18,2.61,1.33,3.6,1
~Stinson~,#U8LPJY08,26090,21332,11694,201447,HZN|Zacru,#20022G2J0,26016,21706,22671,273329,ᴛᴘᴀʀᴛᴏᴘʀɪᴍᴏ,#20YU0VG0,22525,19038,13755,231277,66.33,66.1,73.53,3.52,1.04,1.33,0
DaaNTz,#RG08Y9GU,26003,24843,12199,222318,⭐️Iván⭐️,#8Y2UG0LV,23312,20838,17227,314771,⛔JULLAMAS⛔,#CGR0YLG9,30001,24366,18270,266457,74.84,74.85,66.33,3.09,3.25,3.52,0
PG | Kája,#VJVPC2UV,24122,20650,21596,287413,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,77.23,74.84,74.85,2.08,3.09,3.25,1
⚠️MaxNiek⚠️,#LQVLL8UY,25215,21558,14090,237901,⚜️BOSSJ⚜️,#GR9C0Q2L,26407,20664,18041,297363,Maury ツ,#82RGU8PR,23755,18973,23449,321689,74.85,77.08,77.23,3.25,2.96,2.08,0
TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,PG | Kája,#VJVPC2UV,24122,20650,21596,287413,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.84,67.12,74.85,3.09,2.61,3.25,1
ĶÕŃŃÅ〽️,#RUJCG90Y,22724,22701,10122,198216,EZ|supreme,#L2GYJYG2,25087,22829,6260,202579,URA | Jevix,#CQ0299,21070,19871,10440,210484,62.99,74.84,67.57,2.13,3.09,4.0,1
xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,PG | Kája,#VJVPC2UV,24122,20650,21596,287413,74.85,74.84,67.12,3.25,3.09,2.61,0
xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,Jesse,#YJJ2J02,21786,20396,11352,276962,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.85,77.08,74.84,3.25,2.96,3.09,1
DyO|〰Whyx♥,#YYGLJGJQ,20324,20324,8958,154686,Ez |Bumblebee⚡️,#JJCQ0RJY,22050,18787,10889,180885,༺Ɓεαѕｲ༻,#22LC0JV,23781,22282,11646,189582,77.23,77.08,74.85,2.08,2.96,3.25,0
☠️▪️Mæçiēk▪️☠️,#2JUQJJU,25017,19449,11054,230235,вαятєк ツ,#92CJ2RVJ2,24444,21223,10911,160489,Estica,#P2PJU0CJR,17532,16673,10949,156896,74.85,66.1,73.53,3.25,1.04,1.33,1
Jesse,#YJJ2J02,21786,20396,11352,276962,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,77.08,74.84,74.85,2.96,3.09,3.25,0
☆SkilZthatKilZ☆,#8YJUG9LPG,21640,20301,15092,256125,Marc,#JL9RQG92,24882,23136,19213,265859,TigerClaw,#VV88QLVJ,22035,18986,10450,235054,77.08,74.85,66.33,2.96,3.25,3.52,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,1
oS | SoiDeBresa,#CC8PULJP,25615,22105,16974,275576,oS | Kevin,#VL0CLY99,21537,20294,14000,270167,Toinoumc,#G2JQC0U,29478,26952,34100,474231,74.85,77.23,62.99,3.25,2.08,2.13,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,1
Mr_Green❄️,#88RGR9LU,16914,15923,9714,206666,Æ|།རཀཇ,#UC2UCCYQ,20002,18147,9064,174714,⚡oS Vincy⚡,#22CRRL000,22034,18890,12159,277737,78.57,77.23,67.12,1.17,2.08,2.61,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,1
༺Kͥinͣgͫ ❥㟼,#2YGUY8QP,24006,19599,9653,232283,DarkLord8mash,#22G09P98G,21434,19034,14789,316692,MaL_Marom,#20Y9JY292,20742,19051,13592,258974,74.85,66.33,54.35,3.25,3.52,1.33,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,1
FokkiKing™️,#RLVRYVRJ,20412,19037,3518,118228,Savi,#CCGLLP,21095,18949,17784,369737,MKS|Link☠️,#8LRCJ8Y,25365,19363,29448,428141,77.08,67.12,74.4,2.96,2.61,4.1,0
DarthSteak,#92QY2JV,17736,16876,6592,140928,☠️DIMA☠️,#200280002,15023,14391,2383,114618,Light Tank,#20UPGLUR8,14886,14466,4778,116671,77.23,74.4,54.35,2.08,4.1,1.33,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,0
YT: LukeSole✅⚡,#28LVPCLLU,20504,18069,11888,244393,GoP|Nova eSport,#2LV0GGVJ8,21611,19117,7956,181278,Mātī =ↁ,#2LVRRC0G2,21732,20963,7616,198115,66.33,77.23,77.08,3.52,2.08,2.96,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
Tommyflower,#2GJCPC89Q,24500,20881,11590,209039,Overload☣,#2JL0RC2PV,30070,22568,20417,305508,危险性|DANGER ☢,#2G9LGL8U,31005,23140,15538,343693,77.08,66.33,74.85,2.96,3.52,3.25,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,kareldevecht,#2LJGYP2C,22148,19793,9973,171306,74.85,74.84,74.18,3.25,3.09,3.6,1
TQ|ALFRE ☣,#UY00VRRQ,20722,17602,11201,217364,TQ|TITOBARCE☣️,#UPCYRQPY,21103,19059,8567,170595,CaloS;),#V8C2VLLV,23222,19262,9340,201486,74.85,77.23,74.4,3.25,2.08,4.1,0
YT: GreGouZz™☣,#Q0GR8Q8J,25495,25495,15716,254167,lldreamsll,#G2QR22C2,26608,22495,19781,277521,Hell,#YGC8JC98,25041,22325,13246,248977,73.53,74.85,77.23,1.33,3.25,2.08,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
SayAxel⚕,#2R9U898U,21536,19697,5542,113834,馬格丹,#UC0P0V2L,22077,20414,5166,206394,s1mart1,#JPJ2QG22,22671,18283,13897,239494,74.18,68.49,66.67,3.6,1.33,1.07,1
xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.85,74.18,74.84,3.25,3.6,3.09,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,1
⚡federico_05⚡,#8RLY88J,19614,18646,2938,122243,Scared4Lobby,#9RV8P28L,18675,17903,4591,110565,luisito_as,#2Y0YUJUR,18793,17942,6688,156784,77.23,73.53,66.33,2.08,1.33,3.52,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,1
SSG | Adam✨,#8P8UJVQ8,22156,20666,4929,135600,Flash,#UCY0Q22Q,22413,19992,8143,191004,ØC | S∆L∆H™⚡,#2UYCVCUR,22152,18734,20036,281314,74.85,85.29,68.49,3.25,0.77,1.33,0
FE|⚜pirate副☃️,#GR9C8LQQ,25071,21990,18836,302562,Wert089,#U80PQP8U,24326,21034,13879,246333,FE|⚕ℓιℓ.Chen〽️樓,#29URG2VGY,25102,19057,12138,204325,78.57,74.18,66.67,1.47,3.6,1.07,1
xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.85,74.18,74.84,3.25,3.6,3.09,0
Rafa®,#GRJQ09PU,23112,19933,16329,226627,HZN|Zacru,#20022G2J0,26016,21706,22671,273329,~Stinson~,#U8LPJY08,26090,21332,11694,201447,77.08,74.84,74.85,2.96,3.09,3.25,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,1
viergemarie,#22RG9URJ,22636,17115,25713,399969,GerXd ;)™️,#JLUU88YP,23904,19208,18342,281634,Alз強者,#2JYCG2UV8,27162,20318,22209,289083,77.08,67.12,74.85,2.96,2.61,3.25,0
SunBentley,#28JQYRL0,30765,20960,30224,420807,cursed,#RU8UUYJ,33000,22900,27076,328618,jet_chepo99,#LU2G8U,23683,20038,31585,395446,74.84,74.85,77.08,3.09,3.25,2.96,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,1
LanAnAS,#9GG09RGY,27000,23890,19167,333657,㊙️Slidiix㊙️,#LPRRV0Y,25024,23402,16328,255728,❖Edu0301❖,#LGYCPP,29000,21921,25839,357037,66.33,67.12,77.23,3.52,2.61,2.08,0
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,74.18,74.85,74.84,3.6,3.25,3.09,1
UKR | Elite™️,#9JQJVJY0,27073,22040,11331,168968,⚕Raptorr™兽,#202Q0QL00,25018,21405,12055,192958,Kacpis=),#GUJVJVYQ,25046,24274,14546,282951,67.12,77.08,74.85,2.61,2.96,3.25,0
Savi,#CCGLLP,21095,18949,17784,369737,MKS|Link☠️,#8LRCJ8Y,25365,19363,29448,428141,FokkiKing™️,#RLVRYVRJ,20412,19037,3518,118228,67.12,74.4,77.08,2.61,4.1,2.96,1
kareldevecht,#2LJGYP2C,22148,19793,9973,171306,TwistiTwik,#2VQ82YGY,36037,26664,40067,446114,xImSkYRiiKZz,#RRG0RUJU,32343,19763,27005,362098,74.18,74.84,74.85,3.6,3.09,3.25,0
Bruno19,#9UQYGPY9,23013,21050,13100,227050,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,Gui ʰᵃᵗᵉ ʸᵒᵘ,#Y0JJPU2P,25005,19354,11723,172898,74.18,67.57,66.1,3.6,4.0,1.04,1
Velozzz,#82RGRR0P2,18350,17524,5258,128424,AT|Hector ツ,#VGC0Y8VU,20623,17708,10016,183118,mateo,#290QUQQPQ,18665,17585,7244,138469,77.23,71.26,71.7,2.08,3.17,2.02,0
Edgar,#22908VRQ9,17251,17251,4362,91004,Dartyd,#GRYL0JLP,19044,17573,8649,163805,Nacho333,#2928QY9,18501,18479,7583,146228,74.84,73.53,77.08,3.09,1.33,2.96,1
Bruno19,#9UQYGPY9,23013,21050,13100,227050,Gui ʰᵃᵗᵉ ʸᵒᵘ,#Y0JJPU2P,25005,19354,11723,172898,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.18,66.1,67.57,3.6,1.04,4.0,0
Bruno19,#9UQYGPY9,23013,21050,13100,227050,Gui ʰᵃᵗᵉ ʸᵒᵘ,#Y0JJPU2P,25005,19354,11723,172898,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.18,66.1,67.57,3.6,1.04,4.0,1
ORN✴️ʲᵉᵏ,#98UGU92V,19795,17202,10005,211672,AT|FranKeo,#LRJYCL9C,17070,16626,6660,116532,KB|Sonin™️❤️,#GJ0JURLG,22619,19913,11152,193061,66.33,71.26,77.23,3.52,3.17,2.08,0
São Carlos,#VULCYLLU,17056,16864,4356,128611,❄Lord Desu❄,#JQQC9LV0,18924,17070,1317,77019,Facu_Xy!,#JU822QP,18334,18082,6188,210813,74.85,77.23,82.17,3.25,2.08,2.82,1
Bruno19,#9UQYGPY9,23013,21050,13100,227050,Gui ʰᵃᵗᵉ ʸᵒᵘ,#Y0JJPU2P,25005,19354,11723,172898,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.18,66.1,67.57,3.6,1.04,4.0,0
Bruno19,#9UQYGPY9,23013,21050,13100,227050,Gui ʰᵃᵗᵉ ʸᵒᵘ,#Y0JJPU2P,25005,19354,11723,172898,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.18,85.29,67.57,3.6,0.77,4.0,1
Sunaipa077,#VYY0RVGU,14786,14786,851,43431,Bix,#YQLGPPJP0,213,213,26,376,puperpale,#9VG9CGRJ9,14642,14588,79,35427,71.7,85.29,78.57,2.02,0.77,1.47,0
BrProMacarrãø✨,#9Y9U0QRU,20159,18451,8319,160549,Gabriel,#82LPURVV,21005,17971,9425,161710,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.84,85.29,77.23,3.09,0.77,2.08,1
jda,#9208PL2QV,14698,14690,1167,38796,Ｕｚｕｍａｋｉ Ｎａｒｕｔｏ,#CQJGP9L2,19191,16982,11251,218372,SaGaRo✨,#P0Y09Q8Q,14636,14416,1720,76445,85.29,66.67,66.33,0.77,1.07,3.52,0
BrProMacarrãø✨,#9Y9U0QRU,20159,18451,8319,160549,Gabriel,#82LPURVV,21005,17971,9425,161710,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.84,85.29,77.23,3.09,0.77,2.08,1
•●ʀᴀᴛᴏ-ᴠᴇʟᴏᴢ●•,#29LRPYYGC,23016,19525,8156,180499,•●Celmo's●•,#8QUP8PL,21757,19616,14436,235744,•●Detonador●•,#GV2YJ0LV,20893,19055,7376,196813,66.67,66.33,66.1,1.07,3.52,1.04,0
Binder,#YVUCUGLP,13193,13193,2410,55555,OtacraftGamer,#V2J8QYRL,17835,16630,9680,166095,Mike,#2J0JGRU89,14261,14121,1387,73572,66.33,73.53,85.29,3.52,1.33,0.77,1
BrProMacarrãø✨,#9Y9U0QRU,20159,18451,8319,160549,Gabriel,#82LPURVV,21005,17971,9425,161710,STS|EmerickYT,#QCC0UVC,32253,26536,28009,462435,74.84,85.29,77.23,3.09,0.77,2.08,0
Stark,#CYURVUV,26937,22298,20775,288231,Andrey,#L8PVYUQV,23977,19773,11447,210863,Matenziᴴᴬᵀᴱᵧₒᵤ,#QQPU2R8,27443,20282,16965,276153,67.57,66.1,74.4,4.0,1.04,4.1,1
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.33,71.26,77.08,3.52,3.17,2.96,0
~ Bharbo ⚖,#GQYUY8P,25253,21637,28980,363142,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,DaaNTz,#RG08Y9GU,26003,24851,12200,222318,78.95,66.33,85.29,1.2,3.52,0.77,1
LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,SainT :D,#LPYG80UJ,23817,23392,8568,215783,66.1,67.57,74.4,1.04,4.0,4.1,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,79.79,77.08,66.33,2.0,2.96,3.52,1
•⑦ƒ•HexHyte,#PQCUQP9,10226,10212,10078,174063,CR7,#YL9JYYLY,18728,18037,5684,114570,Люма,#8RL999R8J,15278,14846,2836,86632,67.57,66.1,74.4,4.0,1.04,4.1,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,74.85,66.33,69.33,3.25,3.52,1.39,1
BBgsᴶᴷᴹ♡,#V0GUCGV8,22866,20244,9935,130056,Goddy :D,#UUGYQ0U0,20623,18977,8755,169840,Li_Mon,#20L2009L,20110,18655,10863,234139,67.57,74.4,66.1,4.0,4.1,1.04,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,67.57,66.1,74.4,4.0,1.04,4.1,1
QLS|Bl@sT@iSe❄️,#8L0CUG28,20251,18380,12259,177927,KTM|Mars,#CC0G8LL,22353,20700,5807,150140,ELS|KING-KONG,#PJPYUPY,20013,17941,6712,179039,54.35,74.85,66.1,1.33,3.25,1.04,0
❄cvxx❄,#8PPQY2VQ,20189,18362,12389,215682,العم مودي |mody,#Y92RQPY,20074,18183,10862,178501,Saad#0001,#80GRCC82,22204,18597,14836,246586,67.57,66.1,74.4,4.0,1.04,4.1,1
SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,67.57,66.33,74.85,4.0,3.52,3.25,0
Delp,#9LJUYLYU,11759,11716,5710,127344,Nick,#28CVRQG9P,18062,16318,6985,138382,•⑦ƒ•Roky_Andy,#GUVQQRPU,20005,18112,10795,223238,67.57,66.1,74.4,4.0,1.04,4.1,1
✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,78.95,77.08,74.84,1.2,2.96,3.09,0
HS | Draco ⭐️,#29V8U82J,20244,18079,16437,344825,MKS|⚜️Blekke⚜️,#22U0Y08U,20719,19805,11957,231452,Ale2391,#2P92RGP2,26240,22582,14617,296298,67.57,79.79,66.33,4.0,2.0,3.52,1
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.1,74.4,67.57,1.04,4.1,4.0,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,67.12,73.53,74.85,2.61,1.33,3.25,1
GFC :D,#QJY2GLQ,22502,20036,11621,206057,Nightmare ✨,#2L908VQG8,26082,20888,21948,277770,CBR|cicciofanta,#JPY20YVQ,21211,18506,14148,251065,74.4,67.57,66.1,4.1,4.0,1.04,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,SainT :D,#LPYG80UJ,23817,23392,8568,215783,71.26,66.33,66.1,3.17,3.52,1.04,1
TP | ÃlbęrtØ ⚠️,#8VVC0GJG,20003,17655,7890,144620,Raptor,#2YJ9L2PU,14946,14532,5810,99560,BG | HARD,#2G82UPQU8,15874,15842,3326,79278,66.1,67.57,74.4,1.04,4.0,4.1,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.1,67.57,74.4,1.04,4.0,4.1,1
努力 | AdryanGM☢️,#Y92PUQU2,26050,21913,12504,210289,RCU|UnaiSG☆,#8Y80LGJV,25068,24943,19406,293277,龙 Daanii ♒,#LR0088Y,26227,23133,17819,261376,85.29,67.57,74.85,0.77,4.0,3.25,0
Nat’Zoo,#U8Y2PYLR,26302,21175,15340,249975,PuR|BuRn,#20UL9UR0V,25298,21704,14426,279158,BOMI,#2YLP98UUR,25159,21923,6880,218258,67.57,74.4,66.1,4.0,4.1,1.04,1
