name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,winrate,winrate,winrate,usage,usage,usage,victory
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,78.57,74.85,66.67,1.47,3.25,1.07,1
SuperCZ,#29JU0VL0,15918,15821,3566,100067,trollolosup21,#2LULQ8Y20,16860,16854,2555,109494,The Boo,#22PRCUU8Y,15780,15695,2333,93088,74.18,62.99,77.23,3.6,2.13,2.08,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,74.85,66.67,78.57,3.25,1.07,1.47,1
[BANG]고고싱,#9Y0L0CGL,17740,17307,4497,122071,찌쭈,#2L292PYQ9,13968,13930,3156,70859,あああああ,#VL9UQUQV,17401,17082,7249,120817,67.12,66.1,69.33,2.61,1.04,1.39,0
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,78.57,74.85,66.67,1.47,3.25,1.07,1
lemontea,#PJU9J82U,15583,14748,7815,148281,ブロスタ界のレディー・ガガ,#2JPCGVY,9836,9823,1567,78131,フランシスコブロスタザビエル,#2CJ2Y892L,18644,17731,3385,139038,79.79,78.57,62.99,2.0,1.47,2.13,0
煽り族@アカギ,#2GUP2J8VR,17714,16472,6077,100728,煽り族@おぱんてぃ侍,#PCJURPG,19098,17033,9039,145737,Alien | KOR,#8VUPRJU2C,14640,14501,483,48451,82.17,68.92,77.23,2.82,1.36,2.08,1
マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,66.67,74.85,78.57,1.07,3.25,1.47,0
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,78.57,66.67,74.85,1.47,1.07,3.25,1
YouTube환상,#2VPLLJJ0V,22119,20490,16297,266730,everyone,#Y2RJYJRR,18158,17957,3384,80993,かみじょ,#YP0V2QCG,12143,12119,2204,53032,82.17,85.29,78.57,2.82,0.77,1.47,0
FashionMen｜초보,#Q0VR0RUC,31126,18931,19674,221403,えにし,#20RUCG8Y9,27445,22330,27740,307957,ニド寝キング|nidosan,#2PJJ98G0,23015,20688,18730,258012,66.33,77.08,67.12,3.52,2.96,2.61,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,74.85,66.67,78.57,3.25,1.07,1.47,1
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,Nova|つばば,#2LJ8GCU98,23608,21939,14771,224679,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,63.33,74.85,62.99,0.51,3.25,2.13,1
Paradox,#RJYLVJY8,13961,13624,4165,73079,Tún,#22VV8V0G0,20009,18836,12446,206696,David,#LY2GL2YJ,17103,16500,4589,125260,74.85,66.33,85.29,3.25,3.52,0.77,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,82.17,75.28,2.08,2.82,1.78,1
Edwin,#2JCQR999,19978,17988,9454,184608,處女莫,#2R0888RL2,11285,11238,4681,116082,紅海灣,#VULRGLLY,15219,14500,5589,171923,66.1,68.49,68.82,1.04,1.33,1.7,0
あぶそる,#GY8VVCG9,21979,19201,15943,231236,ゆな,#8CGCJJV89,12849,12845,2268,38287,Show害ᛃありえす,#LUQ2PJYY,23153,19514,9856,166128,71.7,71.26,85.29,2.02,3.17,0.77,1
プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,75.28,77.23,82.17,1.78,2.08,2.82,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,1
戦場のオナにすと,#9V20G0J2U,16347,16337,1861,55746,LOVERS,#2YL28Q9UC,19930,19930,9365,181066,こーすけ,#9L9RUP8PP,19555,18873,2826,71508,69.33,77.78,68.49,1.39,0.75,1.33,0
プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,75.28,77.23,82.17,1.78,2.08,2.82,1
マンナン,#82UQPUGLU,18011,17671,7228,121066,フランシスコブロスタザビエル,#2CJ2Y892L,18644,17731,3385,139038,ブロスタ界のレディー・ガガ,#2JPCGVY,9836,9823,1567,78131,67.12,62.99,78.57,2.61,2.13,1.47,0
ＤＡＮＧＥＲ ☣,#9PY2QR98,21588,18869,9936,172960,jyo,#9Y298ULYR,10370,10351,1591,35227,SiN,#P8VY9RPUR,12782,12772,2568,44329,54.35,82.17,66.33,1.33,2.82,3.52,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,82.17,75.28,77.23,2.82,1.78,2.08,1
후루꾸,#2GPLV2G8Y,16582,15911,5742,107316,미팀장,#8PR0CGJUP,17917,17803,2679,78926,주제를 알아라 잡종,#YR9QPVLJ,9153,8690,1502,65357,75.28,74.85,73.53,1.78,3.25,1.33,0
ᛃ 零族⌬. Blue ᛃ,#8UQ2098UG,21006,19494,6168,125308,Alien | KOR,#8VUPRJU2C,14640,14501,483,48451,고영쓰,#2Q22P08CL,14508,14477,3929,98065,62.99,77.23,85.29,2.13,2.08,0.77,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
⋆.*❁✿柊花✿❁*.‎⋆,#2JC8LYG,20179,18912,13163,232731,じょし小学生,#20RGJURC8,17335,15685,5192,93657,ひびツー◢⁴⁶,#UPGC8JV,19098,18204,7608,143068,68.92,77.23,68.49,1.36,2.08,1.33,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
俊@ベンシモ,#2LLYPCQC8,21756,20322,7071,179596,Lil.らぶ☃︎.*·̩͙,#9LLJYCY,28500,21215,25292,328912,♚﻿AliveⅠOsyo♚,#8L2CPR2CJ,23550,20037,10999,222851,77.08,78.95,77.23,2.96,1.2,2.08,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,1
そらあげ,#8YQL8GGRY,21414,19022,7908,125353,boo,#LRVYC09P,17782,17349,7232,165182,종달이대디,#PQG2LY88P,8546,8376,4734,75135,74.85,66.1,73.53,3.25,1.04,1.33,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,Nova|つばば,#2LJ8GCU98,23608,21939,14771,224679,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,71.7,78.95,74.18,2.02,1.2,3.6,1
mob.たまご,#22UY9CR8J,24500,21258,11031,189331,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,82.17,77.23,75.28,2.82,2.08,1.78,1
FashionMen｜초보,#Q0VR0RUC,31126,18931,19674,221403,えにし,#20RUCG8Y9,27445,22330,27740,307957,ニド寝キング|nidosan,#2PJJ98G0,23015,20688,18730,258012,67.57,74.85,77.23,4.0,3.25,2.08,0
레온 클라스,#2GP2QUR9R,18462,17336,4284,129985,키작은누나,#PVJR9JCC,11482,11434,1354,45680,Lelouch,#2YCQ0JJY,14826,13859,7816,115622,82.17,66.33,66.67,2.82,3.52,1.07,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,82.17,75.28,2.08,2.82,1.78,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,82.17,75.28,2.08,2.82,1.78,1
Absolute bot,#V2Q2VUJ8,18402,17441,8335,148801,张辽⊿,#RLPR22GP,20053,18556,4147,148620,Bob & Schmidt,#8YVUJRGRJ,13093,13002,6926,123511,77.78,54.35,66.1,0.75,1.33,1.04,0
♤♡♧◇傻仔悠◇♧♡♤,#Q80Q0YVG,17663,16849,9314,190092,Accelerator,#C2GGGQCJ,21713,18411,14217,248193,ハゲサラダ♡,#RR0LYPPG,11846,11839,1375,37748,66.33,73.53,74.18,3.52,1.33,3.6,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,0
연근이프린스|PRINCE,#22YUUJGUR,20105,18518,10247,222842,JUP|Otaoღ♠,#UYJVVY0V,21111,19023,11436,168269,Re. ✿❀桜華❀✿,#2JJLRV0LU,15818,15818,5815,104306,71.26,77.23,74.18,3.17,2.08,3.6,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,82.17,75.28,2.08,2.82,1.78,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,1
しゅーへー,#8VGPGCJ,11985,11985,1096,41257,オロゴン,#PVYPQV98,14955,14920,2535,77443,♣転×ポンコツ犬×生♠,#2YCGJ29Q,19000,18154,10452,205539,68.82,85.29,66.33,1.7,0.77,3.52,0
mob.たまご,#22UY9CR8J,24500,21258,11031,189331,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,82.17,77.23,75.28,2.82,2.08,1.78,1
JUP|UMR❦,#8Y2VPU9,18636,18298,3688,101234,俺の名は藤田,#29VVLLLC9,14875,14875,2112,68978,ﾄｷ@사나,#2LJQ92Q8Y,14692,14107,4716,76068,77.23,71.26,62.99,2.08,3.17,2.13,0
mob.たまご,#22UY9CR8J,24500,21258,11031,189331,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,82.17,77.23,75.28,2.82,2.08,1.78,1
SevenThree,#2QGG0G202,20513,18717,8972,163436,channeltaku@YT,#2YYGPVJP,17429,17373,3661,79499,アップル,#LQ08CVYP,16132,15811,6967,99537,68.92,74.4,68.49,1.36,4.1,1.33,0
プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,75.28,77.23,82.17,1.78,2.08,2.82,1
カニナベ,#28GVY9CVU,7032,6870,3593,70974,優しさに乾杯,#RP2UYYGU,16302,15151,6737,117398,キャサリン,#RP8LQYRU,16406,16249,7843,136167,63.33,68.49,54.35,0.51,1.33,1.33,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,77.23,75.28,82.17,2.08,1.78,2.82,1
ジャージ,#8VJ802P,20008,18829,7503,145758,キルア,#2PGJ9GJUR,17915,17020,6809,110252,わだち,#PG2JJYR0,20634,19260,10478,157378,77.78,82.17,71.26,0.75,2.82,3.17,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,71.26,75.28,2.08,3.17,1.78,0
SSG | CoupDeAce,#J08YLC9J,20632,18519,18567,251724,Cryst,#2QPQ988P,27013,18863,27829,397024,ɑɑɾօղ™,#GGJ8JY82,24154,19344,23750,312986,67.12,66.33,74.84,2.61,3.52,3.09,1
YT-淮特PowerTech,#GJ0JGCUV,23443,20916,5731,218917,Yanlex,#P2PP99JL,22104,21372,10321,206819,棠魔,#28PYV8VQV,22269,20063,12332,306410,71.7,67.12,74.4,2.02,2.61,4.1,0
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,71.26,75.28,2.08,3.17,1.78,1
MK,#2UY8UVR0Y,21079,19233,13807,235957,메롱,#9R0YQLRR8,15171,14829,4533,91958,ことね,#JYGPQGLQ,14753,14234,9016,211150,74.85,66.67,79.79,3.25,1.07,2.0,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,71.26,75.28,2.08,3.17,1.78,0
♔Immortai♔␈,#RJQLYLYC,19227,18231,4384,133466,りょーが,#9G998Q2,12435,12194,4078,104459,さきいか,#29JC2L0Q,16206,16073,9799,168684,68.92,73.53,69.33,1.36,1.33,1.39,1
奥さん@魔女✿,#2QPRJUVG9,21399,19692,10920,183382,mob.たまご,#22UY9CR8J,24500,21258,11031,189331,プルート@ターメリックの犬,#2QV8JVY,27933,25584,24682,311697,77.23,71.26,75.28,2.08,3.17,1.78,0
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,ONI |Josema,#PJV82909,23239,20232,12178,246623,67.12,79.69,74.18,2.61,2.72,3.6,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,73.53,79.69,74.85,1.33,2.72,3.25,0
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,66.1,71.26,82.17,1.04,3.17,2.82,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,69.33,74.84,74.85,1.39,3.09,3.25,0
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,66.94,69.33,74.85,2.21,1.39,3.25,1
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,67.57,63.46,77.08,4.0,3.52,2.96,0
『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,Abdallah,#PJR2CJ,19664,17646,10322,323451,74.84,77.08,69.33,3.09,2.96,1.39,1
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,69.33,63.46,77.08,1.39,3.52,2.96,0
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,69.33,63.46,77.08,1.39,3.52,2.96,0
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,66.94,74.84,69.33,2.21,3.09,1.39,1
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,66.67,68.49,77.08,1.07,1.33,2.96,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,77.23,85.29,66.67,2.08,0.77,1.07,0
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,82.17,66.67,67.12,2.82,1.07,2.61,1
『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,85.29,66.67,67.12,0.77,1.07,2.61,0
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,74.85,66.1,66.33,3.25,1.04,3.52,1
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,66.33,67.12,74.85,3.52,2.61,3.25,0
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,ONI |Josema,#PJV82909,23239,20232,12178,246623,67.12,74.85,66.33,2.61,3.25,3.52,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,Abdallah,#PJR2CJ,19664,17646,10322,323451,66.33,66.1,74.85,3.52,1.04,3.25,0
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,77.08,74.84,74.85,2.96,3.09,3.25,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,Abdallah,#PJR2CJ,19664,17646,10322,323451,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,77.08,67.57,66.1,2.96,4.0,1.04,0
ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,74.84,74.18,66.33,3.09,3.6,3.52,1
QLS ChiefMarwan,#RYQUQ90U,25008,20436,11083,331502,Abdallah,#PJR2CJ,19664,17646,10322,323451,『QLS』zeezooX,#GGUQVQLG,19192,16461,5797,179681,77.08,67.57,66.1,2.96,4.0,1.04,0
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,71.7,67.57,82.17,2.02,4.0,2.82,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,71.7,67.57,66.1,2.02,4.0,1.04,0
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,67.57,66.1,71.7,4.0,1.04,2.02,1
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,71.7,69.33,68.49,2.02,1.39,1.33,0
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,74.18,66.94,77.08,3.6,2.21,2.96,0
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.94,77.08,74.84,2.21,2.96,3.09,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,66.94,67.57,77.08,2.21,4.0,2.96,0
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.94,77.08,74.84,2.21,2.96,3.09,1
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.94,77.08,74.84,2.21,2.96,3.09,0
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,66.94,77.08,74.85,2.21,2.96,3.25,1
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,66.94,74.84,77.08,2.21,3.09,2.96,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI|RaaFa溪,#90QUR2QY,28116,22999,18953,274631,74.85,66.94,77.08,3.25,2.21,2.96,0
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.67,77.08,75.28,1.07,2.96,1.78,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,77.08,75.28,66.67,2.96,1.78,1.07,0
ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI |Josema,#PJV82909,23239,20232,12178,246623,75.28,77.08,85.29,1.78,2.96,0.77,0
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.67,77.08,75.28,1.07,2.96,1.78,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |Josema,#PJV82909,23239,20232,12178,246623,77.08,66.67,75.28,2.96,1.07,1.78,1
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,75.28,77.08,66.67,1.78,2.96,1.07,0
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |Josema,#PJV82909,23239,20232,12178,246623,66.33,66.67,75.28,3.52,1.07,1.78,1
無敵|Nanero,#J98U9RUU,22261,19895,11368,202220,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,77.08,66.67,75.28,2.96,1.07,1.78,0
itsReptilian,#JRUYQCGV,26109,20215,12232,195760,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,68.82,66.1,67.12,1.7,1.04,2.61,1
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,74.4,77.23,67.12,4.1,2.08,2.61,0
TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,itsReptilian,#JRUYQCGV,26109,20215,12232,195760,EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,77.23,67.57,67.12,2.08,4.0,2.61,1
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,77.23,66.33,67.12,2.08,3.52,2.61,0
ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |Josema,#PJV82909,23239,20232,12178,246623,74.85,67.12,77.23,3.25,2.61,2.08,1
EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,itsReptilian,#JRUYQCGV,26109,20215,12232,195760,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,74.85,67.57,77.23,3.25,4.0,2.08,0
itsReptilian,#JRUYQCGV,26109,20215,12232,195760,EC4|WaIz WidOu,#JUURUPPG,24078,21598,18146,267937,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,67.57,74.85,77.23,4.0,3.25,2.08,0
